"StockType","RetroSource","Fhistory","FisherySelectivity","AutoCorrR","CombinedSurveys","IBM","CatchMultiplier","CapChange","factorial"
"groundfish-ish","Increased M","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","PlanBsmooth",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","PlanBsmooth",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","PlanBsmooth",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","PlanBsmooth",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","PlanBsmooth",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","PlanBsmooth",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","PlanBsmooth",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_recentavgrelF",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_F%SPR",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","ExpandSurvey_stableperiodF",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Constant",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Constant",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Constant",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Constant",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","AIM",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Constant",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Constant",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Constant",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Constant",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_Fspr",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Constant",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Constant",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Constant",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Constant",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","CatchCurve_stableperiod",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Constant",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Constant",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Constant",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Constant",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","JoeDLM",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Constant",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Constant",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Constant",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Constant",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Constant",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Missing Catch","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Increased M","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","always overfishing","Time-varying",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Missing Catch","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Increased M","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Changed Survey q","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
"groundfish-ish","Selectivity Changes","overfishing then fmsy","Time-varying",TRUE,"Spring and Previous Fall","Ensemble",0.75,"none",TRUE
